index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
11,,Austria,Styria,Styria,region,,47.2500001,15.1666665,"<p style=""font-size: 150%""><b>Styria</b></p>","<p style=""font-size: 125%""><b>Styria:</b> In 1997, the incidence of Crohn’s disease was 5.78/100,000, which rose to 6.57/100,000 in 2007 and was as high as 8.05/100,000 in 2005. In 1997, the incidence of ulcerative colitis was 3.58/100,000, which rose to 4.9/100,000 in 2007, and was as high as 6.08/100,000 in 2005 (<a href='https://academic.oup.com/ecco-jcc/article/7/1/58/400172?login=false' target='_blank'>Petritsch 2013</a>).<br><br>

References: <a href='https://academic.oup.com/ecco-jcc/article/7/1/58/400172?login=false' target='_blank'>Petritsch 2013</a></p>","<p style=""font-size: 125%""><b>Styria:</b> In 1997, the incidence of Crohn’s disease was 5.78/100,000, which rose to 6.57/100,000 in 2007 and was as high as 8.05/100,000 in 2005 (<a href='https://academic.oup.com/ecco-jcc/article/7/1/58/400172?login=false' target='_blank'>Petritsch 2013</a>).</p>","<p style=""font-size: 125%""><b>Styria:</b> In 1997, the incidence of ulcerative colitis was 3.58/100,000, which rose to 4.9/100,000 in 2007, and was as high as 6.08/100,000 in 2005 (<a href='https://academic.oup.com/ecco-jcc/article/7/1/58/400172?login=false' target='_blank'>Petritsch 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,E,pop,,,developed,,,,
12,No,Belgium,Belgium,Belgium,country,BEL,50.6402809,4.6667145,"<p style=""font-size: 150%""><b>Belgium</b></p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of Crohn’s disease was 3.7/100,000 and the incidence of ulcerative colitis was 3.100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).<br><br>

<b>Liege:</b> In 1993, the incidence of Crohn’s disease was 5.5/100,000 and was 4.5/100,000 in 1995. In 1993, the incidence of ulcerative colitis was 3.5/100,000 and was 3.1/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of Crohn’s disease was 3.7/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).<br><br>

<b>Liege:</b> In 1993, the incidence of Crohn’s disease was 5.5/100,000 and was 4.5/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of ulcerative colitis was 3.100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).<br><br>

<b>Liege:</b> In 1993, the incidence of ulcerative colitis was 3.5/100,000 and was 3.1/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",21.13644261,4.436797532,16.05330986,"<p style=""font-size: 125%"">Overall incidence: 21.14<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 4.44<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 16.05<br></p>",CP,pop,,,developed,,,,
13,,Belgium,Brussels,Brussels,municipality,,50.8465573,4.351697,"<p style=""font-size: 150%""><b>Brussels</b></p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of Crohn’s disease was 3.7/100,000 and the incidence of ulcerative colitis was 3.100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).</p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of Crohn’s disease was 3.7/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).</p>","<p style=""font-size: 125%""><b>Brussels:</b> In 1992, the incidence of ulcerative colitis was 3.100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8686415/' target='_blank'>Van Gossum 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
14,,Belgium,Liège,Liege,municipality,,50.6451381,5.5734203,"<p style=""font-size: 150%""><b>Liège</b></p>","<p style=""font-size: 125%""><b><b>Liege:</b> In 1993, the incidence of Crohn’s disease was 5.5/100,000 and was 4.5/100,000 in 1995. In 1993, the incidence of ulcerative colitis was 3.5/100,000 and was 3.1/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%""><b><b>Liege:</b> In 1993, the incidence of Crohn’s disease was 5.5/100,000 and was 4.5/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%""><b><b>Liege:</b> In 1993, the incidence of ulcerative colitis was 3.5/100,000 and was 3.1/100,000 in 1995 (<a href='https://pubmed.ncbi.nlm.nih.gov/9923091/' target='_blank'>Latour 1998</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,pop,,,developed,,,,
15,,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herz.,country,BIH,44.3053476,17.5961467,"<p style=""font-size: 150%""><b>Bosnia and Herzegovina</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the incidence of Crohn’s disease was estimated at 2.3/100,000 and the incidence of ulcerative colitis was estimated at 3.43/100,000 (<a href='journals.lww.com/eurojgh/Abstract/2010/03000/Ulcerative_colitis_in_the_Tuzla_region_of_Bosnia.13.aspx' target='_blank'>Salkic 2010</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the incidence of Crohn’s disease was estimated at 2.3/100,000 (<a href='journals.lww.com/eurojgh/Abstract/2010/03000/Ulcerative_colitis_in_the_Tuzla_region_of_Bosnia.13.aspx' target='_blank'>Salkic 2010</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the incidence of ulcerative colitis was estimated at 3.43/100,000 (<a href='journals.lww.com/eurojgh/Abstract/2010/03000/Ulcerative_colitis_in_the_Tuzla_region_of_Bosnia.13.aspx' target='_blank'>Salkic 2010</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: in transition</p>",23.21498163,11.00719888,0.652304549,"<p style=""font-size: 125%"">Overall incidence: 23.21<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 11.01<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 0.65<br></p>",AI,notpop,,,in transition,,,,
16,No,Brazil,Brazil,Brazil,country,BRA,-10.3333333,-53.2,"<p style=""font-size: 150%""><b>Brazil</b></p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of Crohn’s disease was 2.4/100,000 and the incidence of ulcerative colitis was 5.3/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).<br><br>

<b>Piauí State:</b> In 1988, the incidence of Crohn’s disease was 0.08/100,000 with no cases of ulcerative colitis. In 2012, the incidence of both diseases had risen to 0.61/100,000 and 0.65/100,000 for Crohn’s disease and ulcerative colitis, respectively (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).<br><br>

<b>São Paulo:</b> In 1988, the incidence of Crohn’s disease was 0.24/100,000 and the incidence of ulcerative colitis was 0.74/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence of both diseases had risen to 5.48/100,000 and 8/100,000 for Crohn’s disease and ulcerative colitis, respectively (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).<br><br>

References:<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'> Victoria 2009</a>,<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'> Parente 2015</a>, <a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>, <a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima Martins 2018</a></p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of Crohn’s disease was 2.4/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).<br><br>

<b>Piauí State:</b> In 1988, the incidence of Crohn’s disease was 0.08/100,000. In 2012, the incidence had risen to 0.61/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).<br><br>

<b>São Paulo:</b> In 1988, the incidence of Crohn’s disease was 0.24/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence had risen to 5.48/100,000 (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).</p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of ulcerative colitis was 5.3/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).<br><br>

<b>Piauí State:</b> In 1988, there were no cases of ulcerative colitis. In 2012, the incidence had risen to 0.65/100,000 for ulcerative colitis (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).<br><br>

<b>São Paulo:</b> In 1988, the incidence of ulcerative colitis was 0.74/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence of had risen to 8/100,000 for ulcerative colitis (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).<br><br>

References:<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'> Victoria 2009</a>,<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'> Parente 2015</a>, <a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>, <a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima Martins 2018</a></p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",29.57935626,15.74461734,13.23796155,"<p style=""font-size: 125%"">Overall incidence: 29.58<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 15.74<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 13.24<br></p>",E,pop,,,developing,,,,example
17,,Brazil,Espirito Santo,Espirito Santo,region,,-19.5687682,-40.1721991,"<p style=""font-size: 150%""><b>Espirito Santo</b></p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of Crohn’s disease was 2.4/100,000 and the incidence of ulcerative colitis was 5.3/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).<br><br>

References: <a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima Martins 2018</a></p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of Crohn’s disease was 2.4/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).</p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the incidence of ulcerative colitis was 5.3/100,000 (<a href='bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,example
18,,Brazil,Piauí State,Piauí State,region,,-9.01230165,-42.69033572,"<p style=""font-size: 150%""><b>Piauí State</b></p>","<p style=""font-size: 125%""><b>Piauí State:</b> In 1988, the incidence of Crohn’s disease was 0.08/100,000 with no cases of ulcerative colitis. In 2012, the incidence of both diseases had risen to 0.61/100,000 and 0.65/100,000 for Crohn’s disease and ulcerative colitis, respectively (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).<br><br>

References: <a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'> Parente 2015</a></p>","<p style=""font-size: 125%""><b>Piauí State:</b> In 1988, the incidence of Crohn’s disease was 0.08/100,000. In 2012, the incidence had risen to 0.61/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).</p>","<p style=""font-size: 125%""><b>Piauí State:</b> In 1988, there were no cases of ulcerative colitis. In 2012, the incidence of had risen to 0.65/100,000 for ulcerative colitis (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,example
19,,Brazil,São Paulo,Sao Paulo,municipality,,-23.5506507,-46.6333824,"<p style=""font-size: 150%""><b>São Paulo</b></p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1988, the incidence of Crohn’s disease was 0.24/100,000 and the incidence of ulcerative colitis was 0.74/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence of both diseases had risen to 5.48/100,000 and 8/100,000 for Crohn’s disease and ulcerative colitis, respectively (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).<br><br>

References:<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'> Victoria 2009</a>, <a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a></p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1988, the incidence of Crohn’s disease was 0.24/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence had risen to 5.48/100,000 (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).</p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1988, the incidence of ulcerative colitis was 0.74/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>). By 2015, the incidence of had risen to 8/100,000 for ulcerative colitis (<a href='https://www.dovepress.com/inflammatory-bowel-disease-epidemiology-in-satildeo-paulo-state-brazil-peer-reviewed-fulltext-article-CEG' target='_blank'>Gasparini 2018</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,example
20,,Brunei,Brunei,Brunei,country,BRN,4.4137155,114.5653908,"<p style=""font-size: 150%""><b>Brunei</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2012, the incidence of Crohn’s disease was estimated at 0.41/100,000 and the incidence of ulcerative colitis was estimated at 0.21/100,000 (<a href='https://www.gastrojournal.org/article/S0016-5085(16)30195-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2012, the incidence of Crohn’s disease was estimated at 0.41/100,000 (<a href='https://www.gastrojournal.org/article/S0016-5085(16)30195-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2012, the incidence of ulcerative colitis was estimated at 0.21/100,000 (<a href='https://www.gastrojournal.org/article/S0016-5085(16)30195-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",11.61131404,9.486543887,10.59027395,"<p style=""font-size: 125%"">Overall incidence: 11.61<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 9.49<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 10.59<br></p>",AI,notpop,,,developing,,,,
