Author,StudyYear,Continent,Country,Region,geo_type,zoom,admin,name,name_format,AgeRange,age_cat,Subgroup,Year,year_mid,IBD_IncidencePer100000,CD_IncidencePer100000,UC_IncidencePer100000,IBDU_IncidencePer100000,IBD_PrevalencePer100000,CD_PrevalencePer100000,UC_PrevalencePer100000,IBDU_PrevalencePer100000,Standardization,Reference,URL
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,<10,Pediatric-Onset,Overall,1945-1964,1955,,,3.25,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,10-19,Pediatric-Onset,Overall,1945-1964,1955,,,5.98,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,<10,Pediatric-Onset,Females,1945-2007,1976,,,4.16,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,<10,Pediatric-Onset,Males,1945-2007,1976,,,3.71,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,10-19,Pediatric-Onset,Females,1945-2007,1976,,,18.11,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,10-19,Pediatric-Onset,Males,1945-2007,1976,,,18.82,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,<10,Pediatric-Onset,Overall,1965-1984,1975,,,4.32,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,10-19,Pediatric-Onset,Overall,1965-1984,1975,,,11.11,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,<10,Pediatric-Onset,Overall,2005-2007,2006,,,1.92,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Ronnblom,2010,Europe,Sweden,"Uppsala County, Sweden",region,6,Sweden,Uppsala County,Uppsala County,10-19,Pediatric-Onset,Overall,2005-2007,2006,,,18.55,,,,,,age-standardized,Ronnblom et al. Ulcerative colitis in the county of Uppsala 1945-2007: Incidence and clinical characteristics. J Crohn Colitis. 2010;4:532.,http://dx.doi.org/10.1016/j.crohns.2010.03.003
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<17,Pediatric-Onset,Overall,2005-2009,2007,,,8.9,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Females,2005-2009,2007,,,2.2,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Males,2005-2009,2007,,,2.8,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Overall,2005-2009,2007,,,2.6,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,10-19,Pediatric-Onset,Females,2005-2009,2007,,,22.8,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjöberg,2013,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,10-19,Pediatric-Onset,Males,2005-2009,2007,,,22.7,,,,,,,Sjöberg et al. Incidence and natural history of ulcerative colitis in the Uppsala Region of Sweden 2005-2009 - Results from the IBD Cohort of the Uppsala Region (ICURE). J Crohn's Colitis. 2013;7:e351.,http://dx.doi.org/10.1016/j.crohns.2013.02.006
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<17,Pediatric-Onset,Overall,2005-2009,2007,,10,,,,,,,age-standardized,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Females,2005-2009,2007,,5.71,,,,,,,,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Males,2005-2009,2007,,4.59,,,,,,,,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,<10,Pediatric-Onset,Overall,2005-2009,2007,,3.8,,,,,,,age-standardized,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,10-19,Pediatric-Onset,Females,2005-2009,2007,,19.75,,,,,,,,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Sjoberg,2014,Europe,Sweden,"Uppsala, Sweden",region,8,Sweden,Uppsala,Uppsala,10-19,Pediatric-Onset,Males,2005-2009,2007,,22.57,,,,,,,,Sjoberg et al. Incidence and clinical course of Crohn's disease during the first year - results from the IBD Cohort of the Uppsala Region (ICURE) of Sweden 2005-2009. J Crohn Colitis. 2014;8:215.,http://dx.doi.org/10.1016/j.crohns.2013.08.009
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1968-1970,1969,,1.9,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1968-1970,1969,,5.7,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1968-1970,1969,,3.9,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1971-1975,1973,,1.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1971-1975,1973,,2.3,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1971-1975,1973,,1.8,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1976-1980,1978,,11.7,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1976-1980,1978,,4.9,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1976-1980,1978,,8.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1981-1985,1983,,5.3,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1981-1985,1983,,2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1981-1985,1983,,3.6,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1986-1990,1988,,0,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1986-1990,1988,,2.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1986-1990,1988,,1.1,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1991-1995,1993,,4.7,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1991-1995,1993,,2.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1991-1995,1993,,5.7,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,1996-2000,1998,,2.1,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,1996-2000,1998,,2.1,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,1996-2000,1998,,2.1,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,2001-2005,2003,,6.8,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,2001-2005,2003,,7.6,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,2001-2005,2003,,7.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Females,2006-2010,2008,,9.5,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Males,2006-2010,2008,,7.2,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Zhulina,2014,Europe,Sweden,"Orebro, Sweden",region,8,Sweden,Orebro,Örebro,<17,Pediatric-Onset,Overall,2006-2010,2008,,8.3,,,,,,,age-standardized,"Zhulina et al. Temporal trends in non-stricturing and non-penetrating behaviour at diagnosis of Crohn's disease in Orebro, Sweden: a population-based retrospective study. J Crohn Colitis. 2014;8:1653.",http://dx.doi.org/10.1016/j.crohns.2014.07.006
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Females,2010,2010,,,,,20,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Males,2010,2010,,,,,24,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Females,2012,2012,,,,,27,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Males,2012,2012,,,,,25,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Females,2014,2014,,,,,26,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Bahler,2017,Europe,Switzerland,Switzerland,country,,Switzerland,Switzerland,Switzerland,<18,Pediatric-Onset,Males,2014,2014,,,,,19,,,,,"Bahler et al. Trends in prevalence, mortality, health care utilization and health care costs of Swiss IBD patients: A claims data based study of the years 2010, 2012 and 2014. BMC Gastroenterol. 2017;17:138.",https://pubmed.ncbi.nlm.nih.gov/29197335
Kronman,2012,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,1994-2009,2002,12,,,,,,,,,Kronman et al. Antibiotic Exposure and IBD Development Among Children: A Population-Based Cohort Study. Pediatrics. 2012;130:e794.,https://pubmed.ncbi.nlm.nih.gov/23008454
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Females,2000,2000,5.5,,,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Males,2000,2000,7.9,,,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2000,2000,6.8,3.5,2.8,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<12,Pediatric-Onset,Overall,2000,2000,3.1,,,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,12-18,Pediatric-Onset,Overall,2000,2000,14.7,,,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2001,2001,9.1,6,2.7,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2002,2002,8.4,3.7,3.7,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2003,2003,10.2,5.7,3.7,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2004,2004,10,5.3,3.8,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2005,2005,10.9,5.4,4.8,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
Pasvol,2019,Europe,United Kingdom,UK,country,,United Kingdom,United Kingdom,United Kingdom,<18,Pediatric-Onset,Overall,2006,2006,13.1,7.7,4.4,,,,,,,Pasvol et al. INFLAMMATORY BOWEL DISEASE IN UK PRIMARY CARE: TEMPORAL TRENDS IN EPIDEMIOLOGY DURING THE EARLY 21st CENTURY. Gastroenterology. 2019;156:s23.,http://dx.doi.org/10.1016/s0016-5085(19)36833-7
