index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
11,,Brazil,,Espirito Santo,region,,-19.1834,-40.3089,"<p style=""font-size: 150%""><b>Espirito Santo</b></p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the prevalence of Crohn’s disease and ulcerative colitis was 14.1/100,000 and 24.1/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).</p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the prevalence of Crohn’s disease was 14.1/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).</p>","<p style=""font-size: 125%""><b>Espirito Santo:</b> In 2012, the prevalence of ulcerative colitis was 24.1/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-018-0822-y' target='_blank'>Lima-Martins 2018</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",28.61746633,11.70248146,4.081064074,"<p style=""font-size: 125%"">Overall prevalence: 28.62<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 11.7<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.08<br></p>",E,pop,,,developing,,,,example
12,,Brazil,,Piauí,region,,-8.3229,-43.1747,"<p style=""font-size: 150%""><b>Piauí</b></p>","<p style=""font-size: 125%""><b>Piauí:</b> In 2012, the prevalence of Crohn’s disease and ulcerative colitis was 5.08/100,000 and 7.72/100,000, respectively (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).</p>","<p style=""font-size: 125%""><b>Piauí:</b> In 2012, the prevalence of Crohn’s disease was 5.08/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).</p>","<p style=""font-size: 125%""><b>Piauí:</b> In 2012, the prevalence of ulcerative colitis was 7.72/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v21/i4/1197.htm' target='_blank'>Parente 2015</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",28.61746633,11.70248146,4.081064074,"<p style=""font-size: 125%"">Overall prevalence: 28.62<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 11.7<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.08<br></p>",E,pop,,,developing,,,,example
13,,Brazil,,Sao Paulo,municipality,,-23.5558,-46.6396,"<p style=""font-size: 150%""><b>São Paulo</b></p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1995, the prevalence of Crohn’s disease and ulcerative colitis was 0.9/100,000 and 4.7/100,000, respectively. In 2005, the prevalence of Crohn’s disease and ulcerative colitis had risen to 5.65/100,000 and 16.95/100,000, respectively (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>).</p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1995, the prevalence of Crohn’s disease was 0.9/100,000. In 2005, the prevalence had risen to 5.65/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>).</p>","<p style=""font-size: 125%""><b>São Paulo:</b> In 1995, the prevalence of ulcerative colitis was 4.7/100,000. By 2005, the prevalence had risen to 16.95/100,000 (<a href='https://www.scielo.br/j/ag/a/h6Pp3cLPLzzRQMPYWDWQnvy/?lang=en' target='_blank'>Victoria 2009</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",28.61746633,11.70248146,4.081064074,"<p style=""font-size: 125%"">Overall prevalence: 28.62<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 11.7<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 4.08<br></p>",E,pop,,,developing,,,,example
14,No,Canada,,Canada,country,CAN,,,"<p style=""font-size: 150%""><b>Canada</b></p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of Crohn’s disease and ulcerative colitis was 44.4/100,000 and 37.5/100,000, respectively (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). In 2000, the prevalence of Crohn’s disease and ulcerative colitis had risen to 160.7/100,000 and 185/100,000, respectively (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). In 2015, the prevalence of Crohn’s disease and ulcerative colitis was 318/100,000 and 225/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>British Columbia:</b> In 1997, the prevalence of Crohn’s disease and ulcerative colitis was 135/100,000 and 143/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence of Crohn’s disease and ulcerative colitis was 265/100,000 and 308/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Manitoba:</b> In 1989, the prevalence of Crohn's disease and ulcerative colitis was 152.8/100,000 and 127.4/100,000, respectively (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). In 2001, the prevalence of Crohn’s disease and ulcerative colitis was 269.7/100,000 and 240.9/100,000, respectively (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of Crohn’s disease and ulcerative colitis was 286/100,000 and 300/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Nova Scotia:</b> In 1996, the prevalence of Crohn’s disease and ulcerative colitis was 236/100,000 and 156/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence of Crohn’s disease and ulcerative colitis was 421/100,000 and 359/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Ontario:</b> In 1999, the prevalence of Crohn’s disease and ulcerative colitis was 181.4/100,000 and 171.5/100,000, respectively. In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 255.2/100,000 and 259.7/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). In 2014, the prevalence of Crohn’s disease and ulcerative colitis was 281/100,000 and 293/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Quebec:</b> In 2001, the prevalence of Crohn’s disease and ulcerative colitis was 169.4/100,000 and 111.5/100,000, respectively. In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 277.7/100,000 and 164.1/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).<br><br>

<b>Saskatchewan:</b> In 1998, the prevalence of Crohn’s disease and ulcerative colitis was 145/100,000 and 81/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2016, the prevalence of Crohn’s disease and ulcerative colitis was 335/100,000 and 258/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of Crohn’s disease was 44.4/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). In 2000, the prevalence had risen to 160.7/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). In 2015, the prevalence was 318/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>British Columbia:</b> In 1997, the prevalence of Crohn’s disease was 135/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence was 265/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Manitoba:</b> In 1989, the prevalence of Crohn's disease was 152.8/100,000 (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). In 2001, the prevalence was 269.7/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of Crohn’s disease was 286/100,000 and 300/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Nova Scotia:</b> In 1996, the prevalence of Crohn’s disease was 236/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence was 421/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Ontario:</b> In 1999, the prevalence of Crohn’s disease was 181.4/100,000. In 2008, the prevalence was 255.2/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). In 2014, the prevalence of Crohn’s disease was 281/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Quebec:</b> In 2001, the prevalence of Crohn’s disease was 169.4/100,000. In 2008, the prevalence was 277.7/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).<br><br>

<b>Saskatchewan:</b> In 1998, the prevalence of Crohn’s disease was 145/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2016, the prevalence of Crohn’s disease was 335/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of ulcerative colitis was 37.5/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). By 2000, the prevalence  had risen to 185/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). In 2015, the prevalence of ulcerative colitis was 225/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>British Columbia:</b> In 1997, the prevalence of ulcerative colitis was 143/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence was 308/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Manitoba:</b> In 1989, the prevalence of ulcerative colitis was 127.4/100,000 (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). In 2001, the prevalence was 240.9/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of ulcerative colitis was 300/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Nova Scotia:</b> In 1996, the prevalence of ulcerative colitis was 156/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence was 359/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Ontario:</b> In 1999, the prevalence of ulcerative colitis was 171.5/100,000. By 2008, the prevalence was 259.7/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). In 2014, the prevalence of ulcerative colitis was 293/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).<br><br>

<b>Quebec:</b> In 2001, the prevalence of ulcerative colitis was 111.5/100,000. In 2008, the prevalence was 164.1/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).<br><br>

<b>Saskatchewan:</b> In 1998, the prevalence of ulcerative colitis was 81/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2016, the prevalence was 258/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
15,,Canada,,Alberta,region,,53.9333,-116.5765,"<p style=""font-size: 150%""><b>Alberta</b></p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of Crohn’s disease and ulcerative colitis was 44.4/100,000 and 37.5/100,000, respectively (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). In 2000, the prevalence of Crohn’s disease and ulcerative colitis had risen to 160.7/100,000 and 185/100,000, respectively (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). In 2015, the prevalence of Crohn’s disease and ulcerative colitis was 318/100,000 and 225/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of Crohn’s disease was 44.4/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). In 2000, the prevalence had risen to 160.7/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). By 2015, the prevalence of Crohn’s disease was 318/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Alberta:</b> In 1981, the prevalence of ulcerative colitis was 37.5/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1988/10000/Inflammatory_Bowel_Disease_in_Northern_Alberta__An.7.aspx' target='_blank'>Pinchbeck 1988</a>). By 2000, the prevalence of had risen to 185/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>). In 2015, the prevalence of ulcerative colitis was 225/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
16,,Canada,,British Columbia,region,,53.7267,-127.6476,"<p style=""font-size: 150%""><b>British Columbia</b></p>","<p style=""font-size: 125%""><b>British Columbia:</b> In 1997, the prevalence of Crohn’s disease and ulcerative colitis was 135/100,000 and 143/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence of Crohn’s disease and ulcerative colitis was 265/100,000 and 308/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>British Columbia:</b> In 1997, the prevalence of Crohn’s disease was 135/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence of Crohn’s disease was 265/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>British Columbia:</b> In 1997, the prevalence of ulcerative colitis was 143/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2014, the prevalence was 308/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
17,,Canada,,Manitoba,region,,53.7609,-98.8139,"<p style=""font-size: 150%""><b>Manitoba</b></p>","<p style=""font-size: 125%""><b>Manitoba:</b> In 1989, the prevalence of Crohn's disease and ulcerative colitis was 152.8/100,000 and 127.4/100,000, respectively (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). In 2001, the prevalence of Crohn’s disease and ulcerative colitis was 269.7/100,000 and 240.9/100,000, respectively (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of Crohn’s disease and ulcerative colitis was 286/100,000 and 300/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Manitoba:</b> In 1989, the prevalence of Crohn's disease was 152.8/100,000 (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). In 2001, the prevalence was 269.7/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of Crohn’s disease was 286/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Manitoba:</b> In 1989, the prevalence of ulcerative colitis was  127.4/100,000 (<a href='https://academic.oup.com/aje/article/149/10/916/172954?login=true' target='_blank'>Bernstein 1999</a>). By 2001, the prevalence had risen to 240.9/100,000 (<a href='https://journals.lww.com/ajg/Abstract/2006/07000/The_Epidemiology_of_Inflammatory_Bowel_Disease_in.24.aspx' target='_blank'>Bernstein 2006</a>, <a href='https://academic.oup.com/aje/article/164/7/615/62916' target='_blank'>Green 2006</a>). In 2013, the prevalence of ulcerative colitis was 300/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
18,,Canada,,Nova Scotia,region,,44.682,-63.7443,"<p style=""font-size: 150%""><b>Nova Scotia</b></p>","<p style=""font-size: 125%""><b>Nova Scotia:</b> In 1996, the prevalence of Crohn’s disease and ulcerative colitis was 236/100,000 and 156/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence of Crohn’s disease and ulcerative colitis was 421/100,000 and 359/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Nova Scotia:</b> In 1996, the prevalence of Crohn’s disease was 236/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence was 421/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Nova Scotia:</b> In 1996, the prevalence of ulcerative colitis was 156/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>). In 2009, the prevalence was 359/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
19,,Canada,,Ontario,region,,51.2538,-85.3232,"<p style=""font-size: 150%""><b>Ontario</b></p>","<p style=""font-size: 125%""><b>Ontario:</b> In 1999, the prevalence of Crohn’s disease and ulcerative colitis was 181.4/100,000 and 171.5/100,000, respectively. In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 255.2/100,000 and 259.7/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). In 2014, the prevalence of Crohn’s disease and ulcerative colitis was 281/100,000 and 293/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Ontario:</b> In 1999, the prevalence of Crohn’s disease was 181.4/100,000. In 2008, the prevalence was 255.2/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). By 2014, the prevalence of Crohn’s disease was 281/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%""><b>Ontario:</b> In 1999, the prevalence of ulcerative colitis was 171.5/100,000. By 2008, the prevalence had risen to 259.7/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1761/4578853?login=true' target='_blank'>Benchimol 2014</a>). In 2014, the prevalence of ulcerative colitis was 293/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508519300216?via%3Dihub' target='_blank'>Coward 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
20,,Canada,,Quebec,region,,46.8139,-71.208,"<p style=""font-size: 150%""><b>Quebec</b></p>","<p style=""font-size: 125%""><b>Quebec:</b> In 2001, the prevalence of Crohn’s disease and ulcerative colitis was 169.4/100,000 and 111.5/100,000, respectively. In 2008, the prevalence of Crohn’s disease and ulcerative colitis was 277.7/100,000 and 164.1/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).</p>","<p style=""font-size: 125%""><b>Quebec:</b> In 2001, the prevalence of Crohn’s disease 169.4/100,000. In 2008, the prevalence was 277.7/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).</p>","<p style=""font-size: 125%""><b>Quebec:</b> In 2001, the prevalence of ulcerative colitis was  111.5/100,000. In 2008, the prevalence was 164.1/100,000 (<a href='https://academic.oup.com/ibdjournal/article/20/10/1770/4578855?login=true' target='_blank'>Bitton 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",13.44919402,18.92452055,19.2628797,"<p style=""font-size: 125%"">Overall prevalence: 13.45<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 18.92<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.26<br></p>",CP,pop,,,major developed,,1950s,,example
